0,1,2,3,4,5,6,7,8,9,10,11
328,O,,,,cross,horizon,O,0.252726078,12,0.96097561,"0.8592896174863388
"
329,A,,,Steven,see,it,A,1,12,0.96097561,"0.8592896174863388
"
330,A,,,Andy,show,caps,A,0.999999881,12,0.96097561,"0.8592896174863388
"
331,O,,,,show,caps,O,0.000242516,12,0.96097561,"0.8592896174863388
"
332,A,,,Steven,have,stuff,A,1,12,0.96097561,"0.8592896174863388
"
333,O,,,,have,stuff,A,0.836740017,12,0.96097561,"0.8592896174863388
"
334,O,,,,stain,teeth,O,2.08E-05,12,0.96097561,"0.8592896174863388
"
335,O,,,,take,brushing,O,0.002198503,12,0.96097561,"0.8592896174863388
"
336,O,,,,have,tablets,A,0.995435774,12,0.96097561,"0.8592896174863388
"
337,O,,,,turn,water,O,0.001257197,12,0.96097561,"0.8592896174863388
"
338,A,,,dentist,give,you,A,1,12,0.96097561,"0.8592896174863388
"
339,O,,,,rinse,mouth,O,1.34E-06,12,0.96097561,"0.8592896174863388
"
340,O,,,,make,kids,A,0.999999881,12,0.96097561,"0.8592896174863388
"
341,S,,,taste,percolate,,A,0.992645979,12,0.96097561,"0.8592896174863388
"
342,O,,,,meet,memory,O,3.91E-05,12,0.96097561,"0.8592896174863388
"
343,S-expletive,,,event,be,,A,0.999983907,12,0.96097561,"0.8592896174863388
"
344,O,,,,make,mould,O,0.000274616,12,0.96097561,"0.8592896174863388
"
345,O,,,,see,casts,A,0.933136702,12,0.96097561,"0.8592896174863388
"
346,A,,,Steven,mix,powders,A,1,12,0.96097561,"0.8592896174863388
"
347,O,,,,mix,powders,O,0.004653718,12,0.96097561,"0.8592896174863388
"
348,S,,,Andy,say,,A,1,12,0.96097561,"0.8592896174863388
"
349,A,,,part,overcome,reflex,A,0.999848723,12,0.96097561,"0.8592896174863388
"
350,O,,,,overcome,reflex,O,0.000553631,12,0.96097561,"0.8592896174863388
"
351,S,,,nose,fill,,A,0.991885424,12,0.96097561,"0.8592896174863388
"
352,S,,,Things,get,,A,1,12,0.96097561,"0.8592896174863388
"
353,A,,,Steven,remind,you,A,1,12,0.96097561,"0.8592896174863388
"
354,O,,,,watch,hand,A,0.564427793,12,0.96097561,"0.8592896174863388
"
355,O,,,,mouth,quarters,O,0.00282173,12,0.96097561,"0.8592896174863388
"
356,O,,,,poke,goo,O,6.41E-06,12,0.96097561,"0.8592896174863388
"
357,O,,,,check,consistency,O,2.42E-06,12,0.96097561,"0.8592896174863388
"
358,O,,,,give,nod,A,0.738027215,12,0.96097561,"0.8592896174863388
"
359,O,,,,prise,jaws,O,0.00016645,12,0.96097561,"0.8592896174863388
"
360,S,,,others,giggle,,A,1,12,0.96097561,"0.8592896174863388
"
361,A,,,Steven,jiggle,handle,A,0.999995112,12,0.96097561,"0.8592896174863388
"
362,O,,,,jiggle,handle,O,0.0303721,12,0.96097561,"0.8592896174863388
"
363,O,,,,murmur,encouragements,O,0.204544872,12,0.96097561,"0.8592896174863388
"
364,O,,,,retell,sensation,O,0.367892146,12,0.96097561,"0.8592896174863388
"
365,O,,,,have,slug,A,0.987518013,12,0.96097561,"0.8592896174863388
"
366,O,,,,invade,mouth,O,0.00018635,12,0.96097561,"0.8592896174863388
"
367,A,,,others,wait,turn,A,0.99999392,12,0.96097561,"0.8592896174863388
"
368,O,,,,wait,turn,A,0.695631206,12,0.96097561,"0.8592896174863388
"
369,A,,,laughter,greet,suggestions,A,1,12,0.96097561,"0.8592896174863388
"
370,O,,,,greet,suggestions,O,0.03300909,12,0.96097561,"0.8592896174863388
"
371,O,,,,receive,treatment,O,0.000276018,12,0.96097561,"0.8592896174863388
"
372,A,,,Steven,measure,plaster,A,1,12,0.96097561,"0.8592896174863388
"
373,O,,,,measure,plaster,O,0.051209144,12,0.96097561,"0.8592896174863388
"
374,O,,,,use,putty,O,0.008892667,12,0.96097561,"0.8592896174863388
"
375,O,,,,build,form,O,3.61E-06,12,0.96097561,"0.8592896174863388
"
376,O,,,,shore,gaps,O,3.56E-07,12,0.96097561,"0.8592896174863388
"
377,S,,,plaster,set,,A,0.967169702,12,0.96097561,"0.8592896174863388
"
378,O,,,,visit,room,O,0.308660328,12,0.96097561,"0.8592896174863388
"
379,A,,,Steven,pass,eye,A,0.999950409,12,0.96097561,"0.8592896174863388
"
380,O,,,,pass,eye,O,0.007446854,12,0.96097561,"0.8592896174863388
"
381,O,,,,point,gap,O,0.000334325,12,0.96097561,"0.8592896174863388
"
382,O,,,,see,teeth,O,2.33E-06,12,0.96097561,"0.8592896174863388
"
383,A,,,Wikinews,interview,Christopher,A,1,12,0.96097561,"0.8592896174863388
"
384,O,,,,interview,Christopher,A,0.999973536,12,0.96097561,"0.8592896174863388
"
385,O,,,,have,qualifications,O,0.016907668,12,0.96097561,"0.8592896174863388
"
386,O,,,,execute,duties,O,1.68E-09,12,0.96097561,"0.8592896174863388
"
387,S-passive,,,qualifications,root,,A,0.999958873,12,0.96097561,"0.8592896174863388
"
388,O,,,,take,Oath,O,0.010889798,12,0.96097561,"0.8592896174863388
"
389,A,,,Politicians,profess,Oath,A,0.999998808,12,0.96097561,"0.8592896174863388
"
390,O,,,,profess,Oath,O,0.002550223,12,0.96097561,"0.8592896174863388
"
391,O,,,,pursue,agenda,O,6.77E-07,12,0.96097561,"0.8592896174863388
"
392,O,,,,reward,voters,A,0.5,12,0.96097561,"0.8592896174863388
"
393,O,,,,effect,change,O,1.81E-06,12,0.96097561,"0.8592896174863388
"
394,O,,,,attend,Program,O,6.32E-07,12,0.96097561,"0.8592896174863388
"
395,A,,,Force,select,Officers,A,1,12,0.96097561,"0.8592896174863388
"
396,O,,,,select,Officers,O,0.403532565,12,0.96097561,"0.8592896174863388
"
397,O,,,,assign,fighter,O,4.14E-08,12,0.96097561,"0.8592896174863388
"
398,O,,,,have,response,O,1.06E-07,12,0.96097561,"0.8592896174863388
"
399,O,,,,fly,aircraft,O,1.98E-05,12,0.96097561,"0.8592896174863388
"
400,A,,,Congress,prove,itself,A,0.999999523,12,0.96097561,"0.8592896174863388
"
401,O,,,,make,difference,O,0.012451489,12,0.96097561,"0.8592896174863388
"
402,O,,,,have,Pulpit,O,6.50E-06,12,0.96097561,"0.8592896174863388
"
403,A,,,President,have,pulpit,A,1,12,0.96097561,"0.8592896174863388
"
404,O,,,,have,pulpit,O,0.000498852,12,0.96097561,"0.8592896174863388
"
405,O,,,,make,politics,O,0.000293287,12,0.96097561,"0.8592896174863388
"
406,S,,,ties,date,,A,0.965292692,12,0.96097561,"0.8592896174863388
"
407,S-expletive,,,difference,be,,O,1.76E-05,12,0.96097561,"0.8592896174863388
"
408,A,,,candidates,have,success,A,0.999997854,12,0.96097561,"0.8592896174863388
"
409,O,,,,have,success,O,9.63E-07,12,0.96097561,"0.8592896174863388
"
410,O,,,,lead,party,O,0.000124771,12,0.96097561,"0.8592896174863388
"
411,O,,,,make,impact,O,2.27E-12,12,0.96097561,"0.8592896174863388
"
412,O,,,,raise,money,O,1.34E-09,12,0.96097561,"0.8592896174863388
"
413,O,,,,receive,nomination,O,3.07E-08,12,0.96097561,"0.8592896174863388
"
414,O,,,,back,nominee,O,4.76E-07,12,0.96097561,"0.8592896174863388
"
415,O,,,,support,candidates,O,0.361505866,12,0.96097561,"0.8592896174863388
"
416,S,,,Barack,do,,A,0.995621264,12,0.96097561,"0.8592896174863388
"
417,A,,,President,have,agenda,A,1,12,0.96097561,"0.8592896174863388
"
418,O,,,,have,agenda,O,0.001510166,12,0.96097561,"0.8592896174863388
"
419,O,,,,represent,wing,O,3.55E-05,12,0.96097561,"0.8592896174863388
"
420,O,,,,further,agenda,O,0.007716654,12,0.96097561,"0.8592896174863388
"
421,O,,,,alter,law,O,1.40E-08,12,0.96097561,"0.8592896174863388
"
422,O,,,,accommodate,blocs,O,0.000541151,12,0.96097561,"0.8592896174863388
"
423,O,,,,enforce,laws,O,5.51E-05,12,0.96097561,"0.8592896174863388
"
424,O,,,,constitute,presidency,O,0.000221145,12,0.96097561,"0.8592896174863388
"
425,O,,,,achieve,goals,O,4.88E-06,12,0.96097561,"0.8592896174863388
"
426,A,,,Courts,return,government,O,0.153228387,12,0.96097561,"0.8592896174863388
"
427,O,,,,return,government,O,0.000172504,12,0.96097561,"0.8592896174863388
"
428,O,,,,implement,System,O,0.000986108,12,0.96097561,"0.8592896174863388
"
429,O,,,,allow,Americans,A,0.5,12,0.96097561,"0.8592896174863388
"
430,O,,,,close,Loopholes,O,1.03E-07,12,0.96097561,"0.8592896174863388
"
431,O,,,,put,system,O,0.000171993,12,0.96097561,"0.8592896174863388
"
432,O,,,,pass,program,O,0.028226219,12,0.96097561,"0.8592896174863388
"
433,O,,,,lift,people,O,3.08E-07,12,0.96097561,"0.8592896174863388
"
434,O,,,,return,America,A,0.99920553,12,0.96097561,"0.8592896174863388
"
435,O,,,,see,individuals,A,0.999999046,12,0.96097561,"0.8592896174863388
"
436,O,,,,bring,People,O,0.004599445,12,0.96097561,"0.8592896174863388
"
437,O,,,,make,nation,O,0.042180482,12,0.96097561,"0.8592896174863388
"
438,O,,,,have,decades,O,0.001455582,12,0.96097561,"0.8592896174863388
"
439,O,,,,pass,opportunities,O,0.001242038,12,0.96097561,"0.8592896174863388
"
440,O,,,,keep,promise,O,0.000101232,12,0.96097561,"0.8592896174863388
"
441,A,,,Wikinews,interview,Robert,A,1,12,0.96097561,"0.8592896174863388
"
442,O,,,,interview,Robert,A,0.989227414,12,0.96097561,"0.8592896174863388
"
443,A,,,Attorney,answer,questions,A,1,12,0.96097561,"0.8592896174863388
"
444,O,,,,answer,questions,O,0.190223351,12,0.96097561,"0.8592896174863388
"
445,A,,,Sarvis,garner,digits,A,0.999999881,12,0.96097561,"0.8592896174863388
"
446,O,,,,garner,digits,O,2.74E-06,12,0.96097561,"0.8592896174863388
"
447,A,,,poll,place,him,A,0.996113896,12,0.96097561,"0.8592896174863388
"
448,O,,,,win,election,O,0.003383343,12,0.96097561,"0.8592896174863388
"
449,O,,,,replace,governor,O,0.153503418,12,0.96097561,"0.8592896174863388
"
450,S,,,Sarvis,note,,A,1,12,0.96097561,"0.8592896174863388
"
451,O,,,,favor,choice,O,2.51E-07,12,0.96097561,"0.8592896174863388
"
452,A,,,Sarvis,discuss,background,A,0.999994636,12,0.96097561,"0.8592896174863388
"
453,O,,,,discuss,background,O,4.08E-05,12,0.96097561,"0.8592896174863388
"
454,O,,,,implement,agenda,O,1.19E-08,12,0.96097561,"0.8592896174863388
"
455,S,,,voters,know,,A,0.999999642,12,0.96097561,"0.8592896174863388
"
456,O,,,,embody,diversity,O,1.07E-06,12,0.96097561,"0.8592896174863388
"
457,O,,,,study,economics,O,1.40E-08,12,0.96097561,"0.8592896174863388
"
458,O,,,,understand,issues,O,0.000156042,12,0.96097561,"0.8592896174863388
"
459,O,,,,face,Virginia,O,0.050290216,12,0.96097561,"0.8592896174863388
"
460,O,,,,offer,solutions,O,5.29E-08,12,0.96097561,"0.8592896174863388
"
461,S,,,Bob,do,,A,0.999991298,12,0.96097561,"0.8592896174863388
"
462,S,,,McDonnell,do,,A,0.999997973,12,0.96097561,"0.8592896174863388
"
463,O,,,,want,increases,O,1.97E-06,12,0.96097561,"0.8592896174863388
"
464,O,,,,accept,bill,O,0.000522929,12,0.96097561,"0.8592896174863388
"
465,O,,,,have,flaws,O,3.71E-06,12,0.96097561,"0.8592896174863388
"
466,O,,,,prioritize,spending,O,0.000138037,12,0.96097561,"0.8592896174863388
"
467,O,,,,seek,making,O,4.20E-09,12,0.96097561,"0.8592896174863388
"
468,O,,,,show,leadership,O,8.59E-07,12,0.96097561,"0.8592896174863388
"
469,O,,,,show,lapses,O,2.85E-07,12,0.96097561,"0.8592896174863388
"
470,O,,,,attribute,success,A,0.999283016,12,0.96097561,"0.8592896174863388
"
471,A,,,Voters,see,system,A,1,12,0.96097561,"0.8592896174863388
"
472,O,,,,see,system,O,0.00604474,12,0.96097561,"0.8592896174863388
"
473,A,,,Voters,see,nominees,A,1,12,0.96097561,"0.8592896174863388
"
474,O,,,,see,nominees,O,0.492693365,12,0.96097561,"0.8592896174863388
"
475,O,,,,want,something,O,5.18E-10,12,0.96097561,"0.8592896174863388
"
476,S,,,Voters,know,,A,0.999980569,12,0.96097561,"0.8592896174863388
"
477,O,,,,understand,issues,O,1.78E-09,12,0.96097561,"0.8592896174863388
"
478,O,,,,have,solutions,O,1.44E-09,12,0.96097561,"0.8592896174863388
"
479,A,,,People,like,fact,A,1,12,0.96097561,"0.8592896174863388
"
480,O,,,,like,fact,O,0.03747116,12,0.96097561,"0.8592896174863388
"
481,O,,,,implement,agenda,O,1.51E-08,12,0.96097561,"0.8592896174863388
"
482,S-expletive,,,precedents,be,,A,0.888162792,12,0.96097561,"0.8592896174863388
"
483,A,,,governor,have,effectiveness,A,0.995953798,12,0.96097561,"0.8592896174863388
"
484,O,,,,have,effectiveness,O,6.88E-10,12,0.96097561,"0.8592896174863388
"
485,A,,,Libertarians,share,positions,A,0.999833703,12,0.96097561,"0.8592896174863388
"
486,O,,,,share,positions,O,7.21E-09,12,0.96097561,"0.8592896174863388
"
487,O,,,,get,aspects,O,7.60E-10,12,0.96097561,"0.8592896174863388
"
488,O,,,,reject,parts,O,1.01E-10,12,0.96097561,"0.8592896174863388
"
489,O,,,,elect,governor,O,0.002393279,12,0.96097561,"0.8592896174863388
"
490,O,,,,represent,repudiation,O,1.30E-05,12,0.96097561,"0.8592896174863388
"
491,A,,,legislators,face,constraints,O,0.011012433,12,0.96097561,"0.8592896174863388
"
492,O,,,,face,constraints,O,3.79E-09,12,0.96097561,"0.8592896174863388
"
493,S,,,people,assume,,A,0.985830128,12,0.96097561,"0.8592896174863388
"
494,O,,,,admire,Governor(s),A,0.99991858,12,0.96097561,"0.8592896174863388
"
495,A,,,NASA,celebrate,anniversary,A,1,12,0.96097561,"0.8592896174863388
"
496,O,,,,celebrate,anniversary,O,6.04E-05,12,0.96097561,"0.8592896174863388
"
497,O,,,,announce,homes,O,1.07E-05,12,0.96097561,"0.8592896174863388
"
498,A,,,Administrator,announce,where,A,0.999999642,12,0.96097561,"0.8592896174863388
"
499,S-passive,,,orbiters,display,,A,0.657559931,12,0.96097561,"0.8592896174863388
"
500,O,,,,commemorate,anniversay,O,0.002642701,12,0.96097561,"0.8592896174863388
"
501,A,,,NASA,celebrate,launch,A,1,12,0.96097561,"0.8592896174863388
"
502,O,,,,celebrate,launch,A,0.995808005,12,0.96097561,"0.8592896174863388
"
503,S,,,Columbia,lift,,A,0.999999881,12,0.96097561,"0.8592896174863388
"
504,A,,,NASA,hold,ceremony,A,1,12,0.96097561,"0.8592896174863388
"
505,O,,,,hold,ceremony,A,0.948940694,12,0.96097561,"0.8592896174863388
"
506,O,,,,commemorate,date,O,0.009988129,12,0.96097561,"0.8592896174863388
"
507,A,,,Administrator,announce,locations,A,0.998960853,12,0.96097561,"0.8592896174863388
"
508,O,,,,announce,locations,O,0.070846908,12,0.96097561,"0.8592896174863388
"
509,O,,,,give,orbiters,O,0.102192618,12,0.96097561,"0.8592896174863388
"
510,O,,,,follow,end,O,0.000218303,12,0.96097561,"0.8592896174863388
"
511,S-passive,,,orbiter,relocate,,A,0.56590724,12,0.96097561,"0.8592896174863388
"
512,A,,,Discovery,take,place,A,1,12,0.96097561,"0.8592896174863388
"
513,O,,,,take,place,O,1.35E-08,12,0.96097561,"0.8592896174863388
"
514,S-passive,,,Discovery,retire,,A,1,12,0.96097561,"0.8592896174863388
"
515,O,,,,follow,completion,O,0.391132176,12,0.96097561,"0.8592896174863388
"
516,A,,,Discovery,undergo,decommissioning,A,1,12,0.96097561,"0.8592896174863388
"
517,O,,,,undergo,decommissioning,A,0.758829713,12,0.96097561,"0.8592896174863388
"
518,O,,,,remove,materials,O,0.000268072,12,0.96097561,"0.8592896174863388
"
519,S,,,Columbia,lift,,A,0.960826576,12,0.96097561,"0.8592896174863388
"
520,S-passive,,,Endeavour,send,,A,0.999995112,12,0.96097561,"0.8592896174863388
"
521,S,,,Atlantis,go,,A,0.999880552,12,0.96097561,"0.8592896174863388
"
522,S-passive,,,Columbia,lose,,A,1,12,0.96097561,"0.8592896174863388
"
523,O,,,,kill,astronauts,A,0.998805642,12,0.96097561,"0.8592896174863388
"
524,S-passive,,,Challenger,lose,,A,1,12,0.96097561,"0.8592896174863388
"
525,O,,,,express,interest,O,0.045382701,12,0.96097561,"0.8592896174863388
"
526,S,,,Bolden,say,,A,1,12,0.96097561,"0.8592896174863388
"
527,O,,,,contain,employees,O,0.162391782,12,0.96097561,"0.8592896174863388
"
528,A,,,choices,provide,number,A,0.686786294,12,0.96097561,"0.8592896174863388
"
529,O,,,,provide,number,A,0.5,12,0.96097561,"0.8592896174863388
"
530,A,,,facilities,have,legacy,A,1,12,0.96097561,"0.8592896174863388
"
531,O,,,,have,legacy,O,0.002493272,12,0.96097561,"0.8592896174863388
"
532,O,,,,preserve,artifacts,O,2.60E-05,12,0.96097561,"0.8592896174863388
"
533,O,,,,provide,access,O,8.11E-05,12,0.96097561,"0.8592896174863388
"
534,A,,,choices,provide,number,A,0.507534683,12,0.96097561,"0.8592896174863388
"
535,O,,,,provide,number,O,0.045326103,12,0.96097561,"0.8592896174863388
"
536,O,,,,approach,mission,O,0.065824576,12,0.96097561,"0.8592896174863388
"
537,A,,,Senator,issue,statement,A,0.999999762,12,0.96097561,"0.8592896174863388
"
538,O,,,,issue,statement,A,0.982651293,12,0.96097561,"0.8592896174863388
"
539,O,,,,slight,Center,O,0.048071224,12,0.96097561,"0.8592896174863388
"
540,A,,,Houston,play,role,A,0.999865532,12,0.96097561,"0.8592896174863388
"
541,O,,,,play,role,O,0.009717852,12,0.96097561,"0.8592896174863388
"
542,A,,,favors,trump,sense,A,1,12,0.96097561,"0.8592896174863388
"
543,O,,,,trump,sense,O,3.92E-09,12,0.96097561,"0.8592896174863388
"
544,S,,,statement,add,,A,0.999973297,12,0.96097561,"0.8592896174863388
"
545,S-expletive,,,question,be,,O,0.011767684,12,0.96097561,"0.8592896174863388
"
546,S-passive,,,Houston,select,,A,1,12,0.96097561,"0.8592896174863388
"
547,A,,,Administrator,state,much,A,0.997541904,12,0.96097561,"0.8592896174863388
"
548,A,,,JSC,recieve,seats,A,0.999605715,12,0.96097561,"0.8592896174863388
"
549,O,,,,recieve,seats,O,7.83E-06,12,0.96097561,"0.8592896174863388
"
550,S-passive,,,Museum,propose,,A,0.999993324,12,0.96097561,"0.8592896174863388
"
551,O,,,,build,building,O,2.21E-05,12,0.96097561,"0.8592896174863388
"
552,O,,,,house,orbiter,O,0.014901826,12,0.96097561,"0.8592896174863388
"
553,S,,,Governor,say,,A,1,12,0.96097561,"0.8592896174863388
"
554,A,,,Museum,put,amount,A,1,12,0.96097561,"0.8592896174863388
"
555,O,,,,put,amount,O,0.00022601,12,0.96097561,"0.8592896174863388
"
556,O,,,,land,shuttle,A,0.589507163,12,0.96097561,"0.8592896174863388
"
557,O,,,,transport,shuttles,O,2.27E-05,12,0.96097561,"0.8592896174863388
"
558,A,,,NASA,choose,them,A,0.999999881,12,0.96097561,"0.8592896174863388
"
559,A,,,Endeavour,await,journey,A,1,12,0.96097561,"0.8592896174863388
"
560,O,,,,await,journey,O,0.003424754,12,0.96097561,"0.8592896174863388
"
561,A,,,trainer,call,Museum,A,0.954595149,12,0.96097561,"0.8592896174863388
"
562,S-passive,,,astronaut,train,,A,0.999998689,12,0.96097561,"0.8592896174863388
"
563,O,,,,call,Museum,A,0.999720395,12,0.96097561,"0.8592896174863388
"
564,A,,,addition,allow,visitors,A,0.999999881,12,0.96097561,"0.8592896174863388
"
565,O,,,,allow,visitors,A,0.999957085,12,0.96097561,"0.8592896174863388
"
566,O,,,,experience,training,O,0.001379938,12,0.96097561,"0.8592896174863388
"
567,A,,,astronauts,get,that,A,0.854000509,12,0.96097561,"0.8592896174863388
"
568,S-passive,,,Visitors,allow,,A,1,12,0.96097561,"0.8592896174863388
"
569,O,,,,inspire,people,O,3.24E-06,12,0.96097561,"0.8592896174863388
"
570,A,,,items,include,simulators,A,1,12,0.96097561,"0.8592896174863388
"
571,O,,,,include,simulators,O,0.309503406,12,0.96097561,"0.8592896174863388
"
572,A,,,NASA,offer,tiles,A,1,12,0.96097561,"0.8592896174863388
"
573,O,,,,offer,tiles,A,0.973826408,12,0.96097561,"0.8592896174863388
"
574,O,,,,share,technology,O,2.30E-10,12,0.96097561,"0.8592896174863388
"
575,S,,,anniversary,coincide,,A,0.999999523,12,0.96097561,"0.8592896174863388
"
576,S,,,Yuri,lift,,A,1,12,0.96097561,"0.8592896174863388
"
577,S-passive,,,document,find,,O,0.444204032,12,0.96097561,"0.8592896174863388
"
578,S-passive,,,document,find,,A,0.997463703,12,0.96097561,"0.8592896174863388
"
579,S-passive,,,document,find,,A,0.999973536,12,0.96097561,"0.8592896174863388
"
580,A,,,document,detail,vulnerabilities,A,0.999980688,12,0.96097561,"0.8592896174863388
"
581,O,,,,have,stamp,A,0.873010159,12,0.96097561,"0.8592896174863388
"
582,O,,,,detail,vulnerabilities,O,0.002458094,12,0.96097561,"0.8592896174863388
"
583,O,,,,track,breakers,O,0.221883878,12,0.96097561,"0.8592896174863388
"
584,O,,,,shut,system,O,2.07E-05,12,0.96097561,"0.8592896174863388
"
585,O,,,,delete,information,O,6.85E-08,12,0.96097561,"0.8592896174863388
"
586,O,,,,affect,prosecution,O,6.36E-06,12,0.96097561,"0.8592896174863388
"
587,S-passive,,,database,unveil,,A,0.858363926,12,0.96097561,"0.8592896174863388
"
588,O,,,,add,words,O,0.016282814,12,0.96097561,"0.8592896174863388
"
589,S,,,spokesperson,say,,A,1,12,0.96097561,"0.8592896174863388
"
590,O,,,,have,conclusion,O,4.48E-10,12,0.96097561,"0.8592896174863388
"
591,A,,,Minister,ask,how,A,0.999970913,12,0.96097561,"0.8592896174863388
"
592,O,,,,ask,officials,A,0.844570696,12,0.96097561,"0.8592896174863388
"
593,S,,,documents,wind,,O,0.383760184,12,0.96097561,"0.8592896174863388
"
594,O,,,,tell,things,O,0.005279906,12,0.96097561,"0.8592896174863388
"
595,S,,,Baird,say,,A,1,12,0.96097561,"0.8592896174863388
"
596,A,,,spokeswoman,tell,News,A,1,12,0.96097561,"0.8592896174863388
"
597,O,,,,tell,News,A,0.947461367,12,0.96097561,"0.8592896174863388
"
598,S,,,department,look,,A,0.991105497,12,0.96097561,"0.8592896174863388
"
599,O,,,,take,security,O,0.026851896,12,0.96097561,"0.8592896174863388
"
600,O,,,,give,details,O,9.17E-07,12,0.96097561,"0.8592896174863388
"
601,S,,,papers,come,,A,0.999991059,12,0.96097561,"0.8592896174863388
"
602,S,,,Paul,say,,A,1,12,0.96097561,"0.8592896174863388
"
